id name keystroke10 keystroke20 keystroke30 keystroke40 keystroke50 keystroke60 keystroke70 keystroke80 keystroke90 keystroke100 keystroke110 keystroke120 keystroke130 keystroke140 keystroke150 keystroke160 keystroke170 ouliers essay_sent essay_type
939 GayMerriage 20 17 8 4 17 26 27 20 15 19 9 2 1 2 2 1 0 3 5 True
940 GayMerriage 117 2 130 93 6 116 142 5 43 178 0 16 120 0 2 25 0 34 2 True
941 GayMerriage 35 0 46 40 3 40 71 0 17 92 0 9 71 0 2 12 0 19 8 Fake
942 GayMerriage 31 0 50 29 5 47 82 1 9 93 0 9 81 0 0 13 0 22 8 Fake
943 GayMerriage 72 3 138 78 6 110 157 4 26 238 1 20 152 1 5 22 0 40 2 True
944 GayMerriage 4 27 13 35 63 58 35 27 17 15 5 2 4 2 0 1 0 2 4 True
945 GayMerriage 10 43 33 52 83 97 25 32 22 25 10 5 4 5 1 2 2 7 2 Fake
946 GayMerriage 2 26 18 46 77 82 34 18 16 27 12 6 3 5 2 1 0 3 4 Fake
947 GayMerriage 5 43 23 69 96 102 49 31 18 28 19 5 5 10 1 2 3 11 2 True
948 GayMerriage 14 58 34 31 25 39 26 20 6 2 1 1 0 0 0 0 0 1 2 True
949 GayMerriage 15 55 28 30 21 31 30 24 5 3 0 0 0 1 0 0 0 0 2 Fake
950 GayMerriage 20 67 34 34 26 24 23 24 14 6 3 2 1 1 0 0 1 7 2 Fake
951 GayMerriage 26 55 24 27 22 23 30 30 8 2 2 1 4 1 0 0 0 3 2 True
952 GayMerriage 4 3 5 7 2 5 13 9 2 23 11 2 5 26 4 4 18 53 8 True
953 GayMerriage 9 4 5 9 3 5 7 4 6 17 4 4 1 28 14 7 11 66 4 Fake
954 GayMerriage 4 0 2 4 3 0 7 5 4 20 8 5 7 34 11 4 10 70 8 Fake
955 GayMerriage 6 1 1 3 2 3 7 2 4 23 8 2 12 36 12 8 14 54 4 True
956 GayMerriage 36 34 17 18 9 27 29 39 18 45 17 9 7 10 6 1 3 10 2 True
957 GayMerriage 39 44 12 12 15 37 25 37 29 63 20 17 9 17 8 6 0 13 4 Fake
958 GayMerriage 38 38 13 16 7 21 23 23 28 40 23 19 13 16 9 5 6 36 4 Fake
959 GayMerriage 29 34 13 16 8 22 16 21 18 36 17 12 10 20 3 4 5 35 2 True
960 GayMerriage 16 6 10 13 7 11 7 12 17 24 14 28 13 9 3 2 2 8 8 True
961 GayMerriage 27 21 11 21 14 19 21 21 25 42 31 55 30 25 14 8 2 18 8 Fake
962 GayMerriage 30 26 16 20 20 9 22 37 39 46 35 34 26 13 8 4 3 8 8 Fake
963 GayMerriage 26 29 17 17 15 33 26 51 37 57 32 35 31 23 4 2 2 5 8 True
964 GayMerriage 44 41 29 23 27 47 42 72 59 53 23 10 2 2 1 0 1 1 8 True
965 GayMerriage 23 24 15 20 13 14 20 29 27 30 18 15 4 2 1 0 0 1 8 Fake
966 GayMerriage 35 22 15 18 22 16 18 44 25 27 17 10 5 5 1 1 1 4 8 Fake
967 GayMerriage 60 43 35 38 46 58 53 85 63 48 30 18 13 10 0 1 0 5 8 True
968 GayMerriage 5 7 7 7 9 7 3 3 6 8 16 19 22 27 19 12 3 30 2 True
969 GayMerriage 2 7 4 8 3 7 9 5 12 13 17 35 25 29 14 11 6 29 4 Fake
970 GayMerriage 6 7 4 14 5 7 9 5 10 11 18 38 24 25 8 4 2 14 2 Fake
971 GayMerriage 4 8 8 12 12 4 5 6 12 12 25 33 22 25 17 4 10 26 4 True
972 GayMerriage 48 62 31 28 28 59 27 37 32 35 12 3 1 7 0 0 0 1 6 True
973 GayMerriage 62 96 49 37 40 108 61 50 52 63 17 13 5 3 1 2 1 6 8 Fake
974 GayMerriage 43 60 33 40 32 66 29 35 20 52 21 7 4 6 2 0 0 2 6 Fake
975 GayMerriage 68 108 57 38 49 125 52 56 55 98 27 16 8 11 5 4 3 11 8 True
976 GayMerriage 18 93 45 34 53 114 66 76 63 52 14 10 4 2 2 0 0 3 5 True
977 GayMerriage 7 30 25 20 20 35 27 18 9 22 7 2 2 0 0 0 0 0 2 Fake
978 GayMerriage 10 40 18 14 21 34 22 30 15 12 7 2 2 0 1 0 0 3 2 Fake
979 GayMerriage 21 78 47 39 66 122 63 56 62 67 20 18 5 5 1 2 0 6 4 True
980 GayMerriage 3 11 12 19 25 33 26 41 13 15 10 5 2 4 1 2 0 3 2 True
981 GayMerriage 6 8 7 27 28 40 28 36 17 11 7 4 6 4 1 0 0 1 2 Fake
982 GayMerriage 2 11 22 36 38 51 24 35 21 13 7 3 7 3 4 1 0 1 2 Fake
983 GayMerriage 2 15 22 30 40 51 22 27 9 8 9 7 4 2 3 2 0 6 2 True
984 GayMerriage 26 18 10 18 9 24 16 13 32 25 11 4 7 14 4 3 0 4 4 True
985 GayMerriage 14 29 12 16 12 26 23 16 27 27 14 13 9 8 1 1 3 5 8 Fake
986 GayMerriage 17 27 14 15 11 39 20 16 25 30 9 11 7 8 3 2 0 3 8 Fake
987 GayMerriage 22 23 11 7 8 40 14 17 27 22 15 7 7 20 5 1 0 1 4 True
988 GayMerriage 2 18 23 23 13 16 15 19 21 26 21 22 11 11 8 4 4 17 2 True
989 GayMerriage 10 44 66 53 47 58 28 47 46 68 60 49 40 24 21 6 4 27 8 Fake
990 GayMerriage 2 20 20 22 15 19 10 27 20 23 14 13 23 17 13 17 7 60 2 Fake
991 GayMerriage 7 38 49 42 43 36 27 50 37 50 42 54 70 48 40 46 14 149 8 True
992 GayMerriage 32 59 17 29 28 60 31 39 47 82 28 16 7 12 3 1 0 2 2 True
993 GayMerriage 14 16 6 13 5 26 18 31 14 30 14 14 2 2 2 0 0 1 2 Fake
994 GayMerriage 17 16 6 7 13 27 14 24 28 36 11 12 6 5 5 3 0 4 2 Fake
995 GayMerriage 30 47 19 19 31 63 45 39 52 84 35 25 18 18 7 1 0 2 2 True
996 GayMerriage 0 11 7 9 6 31 21 37 36 30 8 10 6 3 1 0 0 9 8 True
997 GayMerriage 0 13 5 7 8 24 15 32 22 43 10 12 6 5 2 1 2 6 2 Fake
998 GayMerriage 0 12 4 6 9 26 29 27 40 62 12 6 5 7 2 2 3 7 8 Fake
999 GayMerriage 1 13 7 9 6 24 19 42 30 56 16 9 5 6 0 2 4 7 2 True
1000 GayMerriage 16 14 15 13 6 7 16 22 15 25 31 24 11 8 2 3 2 7 8 True
1001 GayMerriage 14 15 15 13 5 8 13 17 19 23 16 32 11 10 2 5 2 13 5 Fake
1002 GayMerriage 13 21 9 21 7 6 11 36 20 27 29 23 12 8 2 3 0 6 8 Fake
1003 GayMerriage 11 18 11 14 9 7 12 21 20 41 21 21 16 14 3 2 1 3 5 True
1004 GayMerriage 10 6 12 13 22 22 27 50 27 19 17 6 7 9 4 2 2 6 2 True
1005 GayMerriage 12 10 7 25 27 37 33 38 30 36 17 9 7 5 1 4 1 8 8 Fake
1006 GayMerriage 10 15 14 21 21 44 28 39 30 27 19 16 5 6 2 3 1 7 2 Fake
1007 GayMerriage 11 14 15 19 13 41 36 55 40 32 13 12 8 7 1 0 1 2 8 True
1008 GayMerriage 21 14 16 12 10 19 12 23 21 34 35 35 23 20 8 9 1 21 5 True
1009 GayMerriage 24 12 8 13 10 17 16 30 22 36 35 48 25 18 11 4 5 17 8 Fake
1010 GayMerriage 12 19 10 21 13 19 20 22 30 42 32 35 30 13 11 7 6 26 8 Fake
1011 GayMerriage 25 20 10 18 19 20 25 35 34 47 38 41 17 26 9 9 2 22 8 True
1012 GayMerriage 0 16 21 14 8 9 21 35 40 17 12 4 3 0 0 0 2 4 8 True
1013 GayMerriage 1 6 18 8 14 14 16 29 30 35 14 6 5 2 0 0 0 1 8 Fake
1014 GayMerriage 0 12 16 8 8 15 19 34 21 28 14 16 2 2 4 0 1 4 8 Fake
1015 GayMerriage 1 5 11 17 14 10 21 33 39 35 13 7 2 1 2 1 1 5 8 True
1016 GayMerriage 31 23 24 12 16 20 20 42 23 32 22 11 4 1 1 0 0 3 2 True
1017 GayMerriage 21 11 16 10 12 18 11 15 17 27 24 15 4 0 3 2 1 3 5 Fake
1018 GayMerriage 16 10 11 12 13 11 18 25 23 32 16 11 6 2 3 1 1 7 5 Fake
1019 GayMerriage 41 20 16 20 12 13 27 37 36 44 35 15 10 8 4 0 1 6 2 True
1020 GayMerriage 24 35 17 23 19 25 14 15 6 5 3 4 2 3 1 0 0 0 2 True
1021 GayMerriage 23 37 33 29 19 32 9 13 12 17 4 3 3 3 1 0 0 1 8 Fake
1022 GayMerriage 24 20 22 21 13 36 21 10 6 13 10 5 5 3 0 1 0 1 2 Fake
1023 GayMerriage 25 35 20 25 20 39 17 14 16 22 12 12 6 3 2 1 0 3 8 True
1024 GayMerriage 0 22 5 12 12 37 29 35 20 12 4 0 2 3 0 1 0 1 4 True
1025 GayMerriage 0 16 6 7 6 49 27 27 21 14 4 6 3 0 0 2 1 7 2 Fake
1026 GayMerriage 0 14 7 11 11 43 30 29 24 20 6 3 3 7 1 2 4 8 2 Fake
1027 GayMerriage 0 9 7 10 10 32 26 38 30 26 4 3 5 5 1 1 1 7 4 True
1028 GayMerriage 0 22 20 25 12 38 23 54 40 37 9 5 3 1 0 0 0 1 8 True
1029 GayMerriage 1 18 19 22 14 48 17 37 31 65 10 3 1 0 1 0 0 1 2 Fake
1030 GayMerriage 0 22 19 28 10 61 32 54 34 41 10 2 0 1 0 1 0 2 2 Fake
1031 GayMerriage 0 35 20 35 18 57 43 56 59 48 12 7 0 3 0 0 2 3 8 True
1032 GayMerriage 2 3 15 14 11 18 14 21 19 33 22 25 17 8 1 5 1 11 8 True
1033 GayMerriage 1 7 18 9 8 22 14 20 16 28 30 23 21 6 7 5 1 10 8 Fake
1034 GayMerriage 2 7 15 13 11 25 11 24 24 39 39 59 37 15 7 4 1 11 8 Fake
1035 GayMerriage 3 10 11 11 8 23 11 25 21 40 29 48 24 16 6 3 1 10 8 True
1036 GayMerriage 19 8 14 8 10 18 18 41 24 20 11 5 1 0 1 1 0 4 4 True
1037 GayMerriage 32 19 11 22 20 32 25 25 13 21 5 9 4 1 3 2 0 4 2 Fake
1038 GayMerriage 15 14 5 19 19 39 23 23 22 23 12 20 6 4 2 2 0 4 2 Fake
1039 GayMerriage 17 11 12 15 10 17 22 33 18 12 14 13 7 8 2 0 0 3 4 True
1040 GayMerriage 13 10 11 18 19 14 16 20 25 27 18 19 3 2 2 1 0 3 2 True
1041 GayMerriage 9 9 12 10 10 10 12 20 16 23 24 18 11 5 0 2 1 4 4 Fake
1042 GayMerriage 9 15 16 11 15 11 10 16 19 26 20 21 12 9 3 1 2 7 2 Fake
1043 GayMerriage 13 8 8 14 16 13 13 11 15 28 19 20 14 3 3 3 3 12 4 True
1044 GayMerriage 34 29 15 18 18 27 28 20 31 37 23 21 18 21 5 8 9 28 5 True
1045 GayMerriage 33 21 20 10 13 21 20 13 14 26 11 17 11 15 7 7 2 12 8 Fake
1046 GayMerriage 33 23 14 13 6 27 12 13 17 28 11 9 15 13 6 10 5 24 8 Fake
1047 GayMerriage 30 25 13 10 17 38 21 22 20 64 21 18 18 35 11 12 10 27 5 True
1048 GayMerriage 12 25 13 16 16 33 27 12 30 25 5 8 9 1 0 0 0 2 8 True
1049 GayMerriage 10 33 13 16 10 40 15 21 10 20 5 8 4 4 0 0 0 2 5 Fake
1050 GayMerriage 10 30 14 10 8 34 21 22 15 20 6 4 2 6 0 0 1 3 5 Fake
1051 GayMerriage 11 77 25 15 30 65 33 50 42 61 7 20 9 8 1 2 0 5 8 True
1052 GayMerriage 11 7 8 7 8 10 11 22 27 43 33 20 8 1 1 2 2 8 4 True
1053 GayMerriage 9 9 7 10 5 15 14 21 33 42 44 18 9 2 1 4 1 11 4 Fake
1054 GayMerriage 10 7 13 8 5 13 14 31 36 54 32 11 5 3 3 1 1 5 4 Fake
1055 GayMerriage 6 9 7 10 9 11 13 16 32 54 36 18 9 1 4 2 1 11 8 True
1056 GayMerriage 42 31 22 20 8 21 19 29 28 44 20 32 18 24 6 9 4 20 2 True
1057 GayMerriage 9 15 12 18 14 7 10 12 9 19 12 22 17 9 4 6 2 17 8 Fake
1058 GayMerriage 26 15 21 12 11 7 12 16 17 15 11 22 9 12 7 5 1 9 8 Fake
1059 GayMerriage 41 33 26 20 13 30 24 28 28 27 27 39 21 21 11 8 5 15 2 True
1060 GayMerriage 0 19 15 20 16 66 25 18 19 6 1 1 0 1 0 0 1 2 2 True
1061 GayMerriage 0 12 13 9 22 52 38 24 26 5 2 0 0 0 0 0 0 2 2 Fake
1062 GayMerriage 2 19 15 19 16 60 33 20 22 12 4 3 2 1 1 2 0 3 2 Fake
1063 GayMerriage 3 13 14 17 22 57 39 17 23 6 0 4 1 1 0 1 0 3 2 True
1064 GayMerriage 3 9 14 12 13 34 23 25 15 29 8 8 1 1 0 0 0 0 5 True
1065 GayMerriage 7 10 11 12 18 23 27 24 18 17 10 3 4 3 0 1 0 1 4 Fake
1066 GayMerriage 2 6 13 16 14 29 19 38 20 22 9 5 2 1 1 0 0 3 5 Fake
1067 GayMerriage 5 6 4 8 16 28 23 35 22 24 9 9 2 0 1 2 0 4 4 True
1068 GayMerriage 23 23 18 17 23 20 43 50 49 33 14 6 1 0 0 0 1 4 2 True
1069 GayMerriage 41 22 19 24 13 19 22 32 55 41 29 11 2 2 0 0 0 3 4 Fake
1070 GayMerriage 30 22 31 25 14 22 44 69 39 23 7 0 1 0 0 1 0 1 4 Fake
1071 GayMerriage 40 36 25 22 17 27 43 84 61 47 14 10 1 2 0 1 0 6 2 True
1072 GayMerriage 75 35 45 47 41 41 30 55 31 47 40 18 14 12 1 1 0 7 8 True
1073 GayMerriage 25 20 15 18 14 20 13 30 19 25 18 15 5 2 1 1 0 1 2 Fake
1074 GayMerriage 38 21 27 18 17 21 26 33 30 41 36 36 24 23 1 4 2 12 2 Fake
1075 GayMerriage 45 44 25 25 23 35 31 44 51 57 34 39 26 21 5 7 2 13 8 True
1076 GayMerriage 37 28 22 30 25 52 37 37 24 17 9 8 0 0 0 1 0 3 8 True
1077 GayMerriage 41 22 18 27 15 34 24 45 19 36 7 6 0 2 0 0 0 4 8 Fake
1078 GayMerriage 42 31 29 26 29 60 32 49 31 25 10 6 1 2 0 0 1 3 8 Fake
1079 GayMerriage 40 35 27 31 26 53 41 41 32 19 10 6 3 0 0 0 0 1 8 True
1080 GayMerriage 14 27 26 18 12 18 19 17 13 7 4 1 4 2 1 0 0 2 8 True
1081 GayMerriage 18 21 20 28 10 14 9 18 14 21 12 4 2 0 2 1 0 1 2 Fake
1082 GayMerriage 20 25 13 13 14 18 14 28 19 13 6 6 3 3 1 0 0 1 2 Fake
1083 GayMerriage 19 23 17 12 17 15 15 22 15 18 12 3 2 0 1 0 0 1 8 True
1084 GayMerriage 27 42 35 22 18 23 34 68 58 71 40 33 13 10 5 7 3 11 4 True
1085 GayMerriage 19 18 13 14 12 21 25 38 36 45 29 15 7 5 2 2 2 7 8 Fake
1086 GayMerriage 15 24 10 17 12 11 28 52 41 19 30 22 9 6 1 1 0 3 8 Fake
1087 GayMerriage 35 35 26 26 26 33 39 51 55 81 35 32 19 12 5 6 2 13 4 True
1088 GayMerriage 43 20 11 18 4 33 27 52 1 17 31 1 0 2 3 1 0 2 8 True
1089 GayMerriage 29 10 8 16 3 21 41 27 4 12 36 8 4 0 1 0 0 3 2 Fake
1090 GayMerriage 39 14 12 15 7 28 34 50 2 4 27 4 2 2 4 1 1 6 2 Fake
1091 GayMerriage 50 19 15 25 10 28 44 53 7 9 33 2 0 2 0 2 2 8 8 True
1092 GayMerriage 39 27 22 21 12 17 10 20 15 20 19 15 3 3 2 4 0 5 8 True
1093 GayMerriage 35 29 16 9 8 13 8 21 15 22 9 14 3 0 0 0 1 4 4 Fake
1094 GayMerriage 30 16 6 14 11 6 10 15 20 32 14 21 4 4 3 1 1 4 4 Fake
1095 GayMerriage 27 34 12 16 9 20 19 32 30 40 15 15 8 10 0 2 2 12 8 True
1096 GayMerriage 23 42 21 19 14 31 8 14 8 20 9 3 9 7 0 1 1 3 4 True
1097 GayMerriage 27 30 10 14 20 27 23 15 23 16 6 8 6 7 1 1 0 2 2 Fake
1098 GayMerriage 22 29 12 18 17 38 10 13 19 25 7 13 5 8 0 5 3 11 4 Fake
1099 GayMerriage 19 29 13 17 17 27 12 21 19 26 15 9 8 13 3 3 0 7 2 True
1100 GayMerriage 9 12 9 8 5 23 17 15 17 52 33 16 8 7 5 2 1 11 8 True
1101 GayMerriage 8 20 8 4 8 12 8 12 22 38 37 22 16 7 1 3 0 10 8 Fake
1102 GayMerriage 6 7 13 6 8 18 14 10 20 68 36 14 8 8 1 3 5 23 8 Fake
1103 GayMerriage 12 14 10 5 7 26 10 19 22 55 30 20 11 13 3 0 1 4 8 True
1104 GayMerriage 30 10 21 19 14 23 27 26 30 16 22 11 0 5 2 1 0 4 2 True
1105 GayMerriage 22 6 24 30 5 25 23 19 29 24 15 11 1 1 2 1 0 8 8 Fake
1106 GayMerriage 32 5 17 32 8 17 22 26 25 15 25 18 3 7 2 1 0 4 8 Fake
1107 GayMerriage 23 10 19 24 5 25 25 35 27 29 12 14 1 6 3 3 1 4 2 True
1108 GayMerriage 9 15 5 4 10 9 7 11 13 24 23 14 19 43 14 8 6 29 2 True
1109 GayMerriage 9 14 6 9 7 15 5 8 10 29 14 24 23 26 10 7 2 20 8 Fake
1110 GayMerriage 7 14 7 10 13 12 8 11 12 13 12 22 24 38 8 15 10 34 2 Fake
1111 GayMerriage 11 13 8 12 6 14 4 18 7 25 17 21 26 50 12 6 5 18 8 True
1112 GayMerriage 1 52 4 40 3 41 5 32 2 23 2 16 0 7 0 1 0 5 2 True
1113 GayMerriage 1 50 3 30 3 42 5 27 0 38 2 25 0 8 1 4 0 7 8 Fake
1114 GayMerriage 0 58 2 40 0 41 3 33 5 36 1 13 1 4 1 2 0 6 8 Fake
1115 GayMerriage 4 48 9 36 7 28 7 29 7 25 6 14 0 10 1 1 1 4 2 True
1116 GayMerriage 12 30 22 15 16 19 13 28 10 12 4 8 6 5 1 3 1 4 2 True
1117 GayMerriage 15 26 19 28 17 18 14 23 4 8 3 12 7 3 2 5 0 6 8 Fake
1118 GayMerriage 20 25 14 18 11 26 22 24 17 17 20 19 4 3 3 2 1 5 2 Fake
1119 GayMerriage 18 23 20 21 10 25 18 19 17 13 10 10 6 9 2 4 2 11 8 True
1120 GayMerriage 9 22 30 29 25 33 28 34 19 4 3 1 0 0 0 3 0 6 8 True
1121 GayMerriage 7 26 30 40 36 55 42 39 18 4 1 1 0 1 0 0 0 1 8 Fake
1122 GayMerriage 10 26 34 44 43 50 53 32 27 18 4 1 1 1 1 2 1 7 8 Fake
1123 GayMerriage 13 21 30 40 41 70 47 47 25 11 2 2 2 1 1 1 1 8 8 True
1124 GayMerriage 0 8 7 5 9 25 16 30 35 57 11 9 5 3 5 2 1 14 2 True
1125 GayMerriage 0 8 10 1 9 16 14 22 25 52 16 5 10 11 2 2 2 12 2 Fake
1126 GayMerriage 0 14 7 13 12 52 27 27 25 39 15 8 6 3 4 2 4 15 2 Fake
1127 GayMerriage 0 7 5 5 15 41 21 35 22 39 18 6 7 8 3 0 1 14 2 True
1128 GayMerriage 0 17 7 6 8 17 7 12 9 32 19 19 10 31 2 6 6 15 4 True
1129 GayMerriage 0 18 12 5 4 10 4 3 8 20 14 20 14 22 8 5 4 16 8 Fake
1130 GayMerriage 0 16 9 8 9 11 8 8 6 33 14 10 17 23 5 9 5 23 8 Fake
1131 GayMerriage 1 16 13 8 5 18 7 9 8 30 16 23 15 25 6 2 4 14 4 True
1132 GayMerriage 1 15 10 8 12 8 12 7 3 26 25 14 11 19 12 8 7 32 4 True
1133 GayMerriage 0 25 14 12 8 19 18 6 14 21 20 18 21 35 10 9 4 41 2 Fake
1134 GayMerriage 1 16 13 7 7 17 15 10 6 19 15 17 14 31 14 3 8 27 4 Fake
1135 GayMerriage 0 23 14 17 11 9 9 14 15 29 19 25 21 20 20 12 7 34 2 True
1136 GayMerriage 26 17 7 16 21 35 28 36 33 35 22 19 16 10 3 1 1 4 8 True
1137 GayMerriage 14 13 12 14 15 30 17 36 24 20 12 14 7 7 2 2 0 5 2 Fake
1138 GayMerriage 14 9 8 16 13 25 28 39 26 28 11 7 4 7 7 4 0 6 2 Fake
1139 GayMerriage 29 16 14 16 31 26 34 49 38 39 29 29 8 9 3 5 0 7 5 True
1140 GayMerriage 19 17 13 15 13 38 22 20 28 25 13 4 3 5 0 0 1 1 4 True
1141 GayMerriage 21 23 10 20 6 24 19 18 17 31 9 6 7 6 0 1 0 4 2 Fake
1142 GayMerriage 15 17 11 8 11 30 23 23 19 35 13 9 4 2 2 0 0 0 2 Fake
1143 GayMerriage 18 14 12 9 12 28 22 23 20 36 7 14 6 8 3 0 1 6 4 True
1144 GayMerriage 14 23 3 18 19 20 21 25 13 17 17 8 2 0 4 2 0 4 2 True
1145 GayMerriage 16 12 11 15 17 21 19 20 19 22 11 12 6 5 1 0 0 1 2 Fake
1146 GayMerriage 15 22 14 24 11 22 25 30 24 24 4 7 8 3 0 1 0 1 2 Fake
1147 GayMerriage 18 18 11 12 11 22 21 27 17 27 19 13 4 1 1 0 2 5 4 True
1148 GayMerriage 50 57 39 25 36 52 14 10 6 2 1 0 0 0 0 0 0 0 4 True
1149 GayMerriage 36 47 32 32 28 44 16 6 7 5 0 0 1 0 0 0 0 0 2 Fake
1150 GayMerriage 37 60 32 44 30 47 9 12 6 6 1 0 1 0 0 0 0 0 2 Fake
1151 GayMerriage 42 65 47 35 36 54 24 7 8 2 1 1 0 0 1 0 1 3 4 True
1152 GayMerriage 2 36 13 15 29 42 30 18 11 10 2 2 0 1 0 0 0 1 2 True
1153 GayMerriage 1 30 15 15 15 46 20 17 4 9 2 0 1 0 0 0 0 2 8 Fake
1154 GayMerriage 3 30 15 18 34 51 26 13 10 12 4 0 0 1 1 0 0 2 8 Fake
1155 GayMerriage 0 33 20 16 28 59 48 21 9 6 3 4 0 0 0 0 1 2 2 True
1156 GayMerriage 10 12 8 26 14 19 8 18 20 19 15 15 10 5 5 1 1 7 8 True
1157 GayMerriage 22 24 15 8 10 15 10 20 23 26 10 8 11 5 1 2 1 6 5 Fake
1158 GayMerriage 16 14 8 11 11 26 8 21 25 22 5 14 11 8 4 0 2 5 8 Fake
1159 GayMerriage 14 18 7 15 14 16 17 30 22 14 16 9 9 7 6 3 1 5 5 True
1160 GayMerriage 0 11 3 8 14 37 25 36 27 17 4 6 5 9 5 5 0 6 2 True
1161 GayMerriage 1 9 12 9 10 45 32 30 22 29 4 7 2 15 5 3 1 8 2 Fake
1162 GayMerriage 0 19 8 7 20 59 29 30 30 32 9 4 9 3 4 2 5 22 2 Fake
1163 GayMerriage 0 10 7 11 17 53 39 34 21 28 8 5 4 7 4 4 4 14 2 True
1164 GayMerriage 11 28 30 32 28 43 40 46 42 51 21 15 4 7 2 4 0 10 7 True
1165 GayMerriage 5 24 14 16 17 26 16 25 22 22 11 6 2 0 2 1 1 7 8 Fake
1166 GayMerriage 7 19 13 16 23 23 14 23 21 18 8 12 0 2 3 0 2 6 8 Fake
1167 GayMerriage 7 33 26 28 20 50 35 53 43 55 26 19 8 6 3 5 2 14 7 True
1168 GayMerriage 9 20 14 11 9 31 13 23 30 35 16 5 2 2 0 0 0 1 8 True
1169 GayMerriage 18 24 7 8 13 25 12 25 20 39 18 8 6 1 0 0 0 1 5 Fake
1170 GayMerriage 22 29 11 8 10 30 24 23 19 61 19 18 8 5 1 2 1 5 5 Fake
1171 GayMerriage 21 24 9 5 14 18 13 15 20 47 14 19 6 9 1 0 0 2 8 True
1172 GayMerriage 0 16 4 6 4 18 9 18 13 46 9 12 12 10 1 2 1 6 8 True
1173 GayMerriage 1 13 4 4 8 15 6 11 16 39 20 8 11 9 2 1 0 3 2 Fake
1174 GayMerriage 0 17 3 9 4 17 10 18 13 31 22 18 10 13 2 1 0 2 8 Fake
1175 GayMerriage 0 15 6 3 10 16 6 12 13 34 28 7 8 7 2 4 1 6 2 True
1176 GayMerriage 42 33 31 19 28 20 16 30 11 15 12 5 4 0 0 1 0 2 8 True
1177 GayMerriage 27 23 36 25 21 23 20 19 11 11 6 7 3 2 1 0 0 0 2 Fake
1178 GayMerriage 42 14 20 17 16 18 20 24 15 16 10 12 3 5 3 0 0 2 2 Fake
1179 GayMerriage 34 18 25 22 21 24 28 23 15 27 16 12 9 11 2 7 2 14 8 True
1180 GayMerriage 18 23 12 13 15 27 34 36 29 36 18 7 9 5 2 0 1 6 4 True
1181 GayMerriage 21 22 10 21 25 50 34 45 36 38 16 16 5 6 3 2 2 9 5 Fake
1182 GayMerriage 17 15 17 20 23 33 35 35 34 43 19 13 8 8 3 2 1 11 4 Fake
1183 GayMerriage 14 20 13 30 36 51 45 44 41 58 24 15 7 6 0 0 2 8 5 True
1184 GayMerriage 108 72 59 58 41 57 59 81 63 46 32 40 20 19 9 3 2 11 8 True
1185 GayMerriage 29 50 19 19 27 26 21 29 20 22 13 10 5 10 0 3 2 6 2 Fake
1186 GayMerriage 38 34 15 25 11 19 21 21 19 13 11 11 10 6 2 2 1 9 2 Fake
1187 GayMerriage 97 72 43 58 48 64 58 61 54 41 29 40 32 18 10 10 5 21 8 True
1188 GayMerriage 27 17 10 14 7 6 5 6 6 7 6 11 10 17 20 22 19 78 2 True
1189 GayMerriage 29 30 17 11 7 12 6 6 4 7 11 6 12 14 16 16 24 65 8 Fake
1190 GayMerriage 23 24 12 11 11 5 4 10 5 16 10 9 15 15 20 29 8 73 8 Fake
1191 GayMerriage 23 16 6 7 7 5 8 10 8 11 10 17 16 20 24 20 19 70 2 True
1192 GayMerriage 0 7 10 3 17 30 3 25 4 40 27 3 19 2 0 2 0 4 2 True
1193 GayMerriage 0 5 6 2 11 30 3 34 3 39 31 2 11 3 0 2 0 4 2 Fake
1194 GayMerriage 0 8 10 3 22 41 3 28 4 26 22 3 9 0 0 3 0 4 2 Fake
1195 GayMerriage 0 8 12 0 22 32 1 33 5 24 25 1 12 4 0 0 0 4 2 True
1196 GayMerriage 17 13 12 6 6 11 13 17 27 38 15 11 3 5 1 0 1 3 2 True
1197 GayMerriage 11 17 18 12 10 11 13 19 31 26 20 8 5 4 1 1 0 3 8 Fake
1198 GayMerriage 23 21 17 9 6 9 12 14 31 29 20 12 3 2 0 0 0 1 8 Fake
1199 GayMerriage 28 25 17 9 9 14 8 24 28 28 17 10 3 2 0 0 1 2 2 True
1200 GayMerriage 102 8 3 0 0 0 0 0 0 0 0 0 1 2 4 2 2 27 4 True
1201 GayMerriage 109 9 0 0 0 0 0 0 0 0 0 1 5 1 4 2 7 44 4 Fake
1202 GayMerriage 112 13 0 0 0 0 1 0 0 0 0 3 2 0 3 4 1 54 4 Fake
1203 GayMerriage 121 8 6 0 0 0 1 0 0 0 0 1 2 2 7 0 1 15 4 True
1204 GayMerriage 31 29 17 16 13 35 44 63 43 24 7 4 3 0 0 1 0 4 2 True
1205 GayMerriage 26 21 13 14 21 33 37 57 40 22 14 4 3 1 2 0 3 8 8 Fake
1206 GayMerriage 17 24 16 19 17 43 48 60 45 25 9 13 4 1 3 4 1 9 8 Fake
1207 GayMerriage 30 21 13 16 24 36 35 68 44 48 15 11 6 4 1 1 1 6 2 True
1208 GayMerriage 20 17 13 15 14 29 21 36 20 14 2 5 4 0 0 0 0 0 8 True
1209 GayMerriage 24 20 8 16 20 23 23 25 12 19 2 2 0 2 0 1 0 3 2 Fake
1210 GayMerriage 26 17 14 20 16 25 22 34 27 24 5 7 3 2 0 1 0 1 2 Fake
1211 GayMerriage 40 20 14 17 19 23 25 38 21 14 9 2 1 0 0 0 0 3 8 True
